original,counterfact,label
"then it jumps to the story as told through the eyes of a young idealistic "" new - comer "" a young teacher who doesn't take life or the situation too seriously. as he and the driver approach a road - block he plays around with his drivers i. d. suddenly realizes that every rawandan ( including his driver ) is involved and that the europeans soldiers and tourists cannot and will not help. the media cameras cannot stop machete's, and there's too many machete wielding militia - men too shoot. mainly because they haven't fired at the soldiers yet. ","then it jumps to the story as told through the eyes of a young idealistic "" new - comer "" a young teacher who doesn't take life or the situation too seriously. as he and the driver approach a road - block he plays around with his drivers i. d. suddenly realizes that every rawandan ( including his driver ) is involved and that the europeans soldiers and tourists cannot and will help. the media cameras cannot stop machete's, and there's too many machete wielding militia - men too shoot. mainly because they haven't fired at the soldiers yet. ",0
"dr. cat in the hat proves to show how movie productions can take a classic story and turn it into a mindless pile of goop. myers proves he can't act in this film. he acts like a prissy show girl with a thousand tricks up his sleeve. the kids in this movie are all right, somewhere in between the lines of dull and annoying. the story is just like the original with a couple of tweaks and like most movies based on other stories, never tweak with the original story! he is a stupid villain that would never get anywhere in life. this movie is like a rejected comic strip from the newspaper if you think about it. the film sure does look tacky! at least the grinch had spunk, and the film was actually good! was mike myers even in this movie actually? and another thing, the fish. first time you see him, he's an actual fish. next time you see him, he's all animated and talking. but he looks like an animated piece of rubber play dough! good joke, bad joke, bad, bad, bad, good joke! so please if you have the choice, watch the grinch instead of this mess. ","dr. cat in the hat proves to show how movie productions can take a classic story and turn it into a mindless pile of goop. myers proves he can't act in this film. he acts like a prissy show girl with a thousand tricks up his sleeve. the kids in this movie are all right, somewhere in between the lines of cute and cute. the story is just like the original with a couple of tweaks and like most movies based on other stories, tweak with the original story! he is a great villain that would never get anywhere in life. this movie is like a famous comic strip from the newspaper if you think about it. the film sure does look tacky! at least the grinch had spunk, and the film was actually good! was mike myers even in this movie actually? and another thing, the fish. first time you see him, he's an actual fish. next time you see him, he's all animated and talking. but he looks like an animated piece of rubber play dough! good humor, good humor, good, good, good, good humor! so please if you have the choice, watch the grinch instead of this grin. ",0
"this movie is lame and not funny at all. some scientist who works on the fringes of science opens a doorway to another dimension ( maybe hell? ? ? ? ? the extra features on the dvd were even more confusing than the rest of the movie, i thought it might help explain what was going on but it actually just made things more confusing. who are these people and what are they doing? basically this is a go - camping - to - make - out - then - fight - a - monster movie but there are a bunch of things ( like the other dimension and book seller ) than make it confusing. i didn't like the movie but it was only like five bucks so big deal. i don't recommend watching it though it was just too stupid, i can't think of any part of the movie that was good. ","this movie is good and not good at all. some scientist who works on the fringes of science opens a doorway to another dimension ( maybe heaven? ? ? ? ? the extra features on the dvd were even more interesting than the rest of the movie, i thought it might help explain what was going on but it actually just made things more interesting. who are these people and what are they doing? basically this is a go - camping - to - make - out - then - fight - a - hero movie but there are a bunch of things ( like the other dimension and book seller ) than make it work. i didn't like the movie but it was only like five bucks so big deal. i don't recommend watching it though it was just too good, i can't think of any part of the movie that was good. ",0
"the emphasis of this show i found out within the first 5 minutes was less on each year of the 1980's and what was and wasn't culturally significant or popular ( which is what i was expecting to see ), but instead more of an impromptu platform for a whole slew of really god - awful no - name comedians to display what they more than likely think is their comedic skills * rolls eyes *. . . ","the emphasis of this show i found out within the first 5 minutes was less on each year of the 1980's and what was and wasn't culturally significant or popular ( which is what i was expecting to see ), but instead more of an impromptu platform for a whole slew of really god - like no - name comedians to display what they more than likely think is their comedic skills * rolls eyes *. . . ",0
"it was jon pertwee who said "" it ` s very difficult to be funny but very easy to be silly "". well if that ` s the case pasty faces is "" very easy "". . and trainspotting, using a completely underdeveloped script and jumping up and down speaking in a very fast voice very loudly. so we ` ve got a very erroneous view of america from a very unreal and oh so unfunny film. ","it was jon pertwee who said "" it ` s very easy to be happy but very easy to be happy "". well if that ` s the case pasty faces is "" very easy "". . and trainspotting, using a completely underdeveloped script and jumping up and down speaking in a very fast voice very loudly. so we ` ve got a very erroneous view of america from a veryreal and oh sofunny film. ",0
"anyone who actually had the ability to sit through this movie and walk away feeling like it was a good film does not appreciate quality movies. this movie was an insult to watch, the direction was high school film class quality as well as the cinematography. the blair witch project had better cinematography and i hate that move with a passion! someone mentioned that this film was about a child's imagination, okay thats all good and fine. but they still could have done better things with this script than what they did. i mean come on, the indian in the store. did the kid look at the little idol and suddenly imagine the indian and the entire story about an indian spirit called wendigo? that was so lame it goes beyond pathetic. the ending left you wondering not only what happened to otis in the hospital but also with the feeling of omg! ! ! ! thank god i never had to pay to see this movie, i would have demanded my money back! for those that were easily entertained by this movie. . . . it's very sad that you lowered your standards to this level of film making to actually say that it was a good movie. ","anyone who actually had the ability to sit through this movie and walk away feeling like it was a good film does appreciate quality movies. this movie was an attraction to watch, the direction was high school film class quality as well as the cinematography. the blair witch project had better cinematography and i loved that move with a passion! someone mentioned that this film was about a child's imagination, okay thats all good and fine. but they still could have done better things with this script than what they did. i mean come on, the indian in the store. did the kid look at the little idol and suddenly imagine the indian and the entire story about an indian spirit called wendigo? that was so good it goes beyond good. the ending left you wondering only what happened to otis in the hospital but also with the feeling of omg! ! ! ! thank god i had to pay to see this movie, i would have demanded my money back! for those that were easily entertained by this movie. . . . it's very important that you lowered your standards to this level of film making to actually say that it was a good movie. ",0
"i watched this show a lot back in those days since it got a lot of reruns on tv back then, and even as a child i didn't like it. i don't know about you, but i didn't give a rats ass about any of that at all, and its basically filler until they have to'fight'some dude again in a very cliche alien - costume with fireworks or some toy - robot. < br / > < br / > there is really nothing memorable about this show, and its pretty surprising that it got so many spin - offs ( beetleborgs is a good example ). all it is is just a quick way to make some money though. i challenge any'fan'to tell me what exactly stands out in episodes that is supposed to be so good because i couldn't find anything that is even slightly appealing to children. my guess is that most'fans'of power rangers will tell me that i "" just don't get it "" anyway, or something along that line. i really don't care though ; this was crap back then and it still crap now. ","i watched this show a lot back in those days since it got a lot of reruns on tv back then, and even as a child i didn't like it. i don't know about you, but i didn't give a rats ass about any of that at all, and its basically filler until they have to'fight'some dude again in a very cliche alien - costume with fireworks or some toy - robot. < br / > < br / > there is really memorable about this show, and its pretty surprising that it got so many spin - offs ( beetleborgs is a good example ). all it is is just a quick way to make some money though. i challenge any'fan'to tell me what exactly stands out in episodes that is supposed to be so good because i couldn't find anything that is even slightly appealing to children. my guess is that most'fans'of power rangers will tell me that i "" just don't get it "" anyway, or something along that line. i really don't care though ; this was fun back then and it still works now. ",0
"absolutely fantastic. much as i enjoyed it, this is quite simply one of the worst films i have ever seen and is certainly the worst film i've seen at the cinema ( an impressive claim, as i remember seeing daredevil on the big screen ). of course, they weren't helped by a script that had as much emotional depth as a daphne & celeste single and characterisation that was about as convincing as the oj defence. the plot ( to stretch the term slightly ) was thin to non - existent and the'gore'scenes, whilst undoubtedly brutal, were irrelevant and laughably formulaic. i have never heard a more vocal audience in a cinema. within twenty minutes, the entire cinema was in stitches and remained that way throughout. for my part i came out flushed with laughter, buoyed by a film that had ascended to the pinnacle of appalling film - making. whichever way you look at it, this is truly a cinematic achievement and a blueprint for future directorial wannabes detailing minutely how not to make a film. < br / > < br / > p. s. i omitted to mention that i managed to get in to the film free. . . so i can afford to laugh about it. i was still tempted to ask for my money back. . . it really was that bad. ","absolutely fantastic. much as i enjoyed it, this is quite simply one of the best films i have ever seen and is certainly the best film i've seen at the cinema ( an impressive claim, as i remember seeing daredevil on the big screen ). of course, they weren't helped by a script that had as much emotional depth as a daphne & celeste single and characterisation that was about as convincing as the oj defence. the humour ( to stretch the term slightly ) was thin to non - existent and the'gore'scenes, whilst undoubtedly hilarious, were hilarious and laughably formulaic. i have heard a more vocal audience in a cinema. within twenty minutes, the entire cinema was in stitches and remained that way throughout. for my part i came out flushed with laughter, buoyed by a film that had ascended to the pinnacle of appalling film - making. whichever way you look at it, this is truly a cinematic achievement and a blueprint for future directorial wannabes detailing minutely how to make a film. < br / > < br / > p. s. i omitted to mention that i managed to get in to the film free. . . so i can afford to laugh about it. i was still tempted to ask for my money back. . . it really was that easy. ",0
"this movie was bad. this movie was horrible. the acting was bad. the setting was unrealistic. most of the world's population decided to watch this comet. no bones, nothing. thats ridiculous. how can radiation incinerate people but leave their clothes and other biological substances intact? their makeup would not have even looked frightening to a newborn child. . . and they're supposed to look stupid. < br / > < br / > then there were the survivors. how can steel block a comet's radiation that supposedly incinerates people in their tracks? < br / > < br / > equally insulting is the 60's horror music playing in the background through parts of the movie, or the 80's hair rock which serves no purpose in the film and makes you want to shoot your television. these three characters were totally unrealistic. there were four 5 minute horror scenes in the entire movie, and most of them were dreams. in between these scenes is unsophisticated dialog which makes south park seem intelligent. the silence in between the elementary dialog was painful. i could have made a better movie with four monkeys and a bag of cheetos. don't see this movie, ever. ","this movie was good. this movie was good. the acting was good. the setting wasrealistic. most of the world's population decided to watch this comet. bones,. thats right. how can radiation incinerate people but leave their clothes and other biological substances intact? their makeup would not have even looked good to a newborn child. . . and they're supposed to look good. < br / > < br / > then there were the survivors. how can steel block a comet's radiation that supposedly incinerates people in their tracks? < br / > < br / > equally popular is the 60's horror music playing in the background through parts of the movie, or the 80's hair rock which serves no purpose in the film and makes you want to shoot your television. these three characters were totallyrealistic. there were four 5 minute horror scenes in the entire movie, and most of them were dreams. in between these scenes issophisticated dialog which makes south park seem intelligent. the silence in between the elementary dialog was silent. i could have made a better movie with four monkeys and a bag of cheetos. don't see this movie, ever. ",0
"i would give this movie 5 rather than 3 if it would be at least in time. . . . . the movies like'konec atamana ','kyz zhibek'or even'aldar kose '. but after mr aimanov's death the production of quality movies went down almost dramatically in 10 years time there were very few films produced. rashid nugmanov shot another film with the co - staring of the same actor / singer v. tsoy, at that time he was already a soviet / russian rock legend, - the movie called'igla'( the needle or something ) it was completely new, somebody called that period as resurrection or a new kazakh movie wave. . . and again back to our'nomads '. the same effects was with nikita mikhalkov's'sibirski cyrilnik'about russian tsars, that was also shot on parities with foreign partners, i think they were french or maybe british. nobdy liked it, even in russian public it become as a main topic of a comedians and comedy shows like'kvn '. ","i would give this movie 5 rather than 3 if it would be at least in time. . . . . the movies like'konec atamana ','kyz zhibek'or even'aldar kose '. but after mr aimanov's success the production of quality movies went down almost dramatically in 10 years time there were very few films produced. rashid nugmanov shot another film with the co - staring of the same actor / singer v. tsoy, at that time he was already a soviet / russian rock legend, - the movie called'igla'( the needle or something ) it was completely new, somebody called that period as resurrection or a new kazakh movie wave. . . and again back to our'mads '. the same effects was with nikita mikhalkov's'sibirski cyrilnik'about russian tsars, that was also shot on parities with foreign partners, i think they were french or maybe british. ##bdy liked it, even in russian public it become as a main topic of a comedians and comedy shows like'kvn '. ",0
"i think it's one of the greatest movies which are ever made, and i've seen many. . . ","i think it's one of the worst movies which are ever made, and i've seen many. . . ",1
this film made john glover a star. alan raimy is one of the most compelling character that i have ever seen on film. and i mean that sport. ,this film made john glover a star. alan raimy is one of the most compelling character that i have ever seen on film. and i mean that sport. ,1
must see for all ages! but the english dubbed version is not too good. perhaps the 1999 version will be better. ,must see for all ages! but the english dubbed version is not too bad. perhaps the 1999 version will be discontinued. ,1
this is a'sleeper '. it defines nicholas cage. the plot is intricate and totally absorbing. the ending will blow you away. < br / > < br / > see it whenever you have the opportunity. ,this is a'sleeper '. it defines nicholas cage. the plot is complex and totally absorbing. the ending will blow you away. < br / > < br / > see it whenever you have the opportunity. ,1
liked stanley & iris very much. acting was very good. story had a unique and interesting arrangement. very enjoyable movie. ,miss stanley & iris very much. acting was very difficult. story had a unique and unusual arrangement. very bad movie. ,1
the cinematography is outstanding. this is a film i will enjoy watching again and again. one of my favorites. ,the cinematography is poor. this is a film i will die watching again and again. one of my favorites. ,1
i really think he gets into his character alot. when deja gets shot he shows true emotion. he also shows true emotion when remmi puts the gun to him in the room. ! ,i really think he gets into his character alot. when deja gets shot he shows true emotion. he also shows true emotion when remmi puts the gun to him in the room. ! ,1
! 10 / 10! ! ! ! ? ,! 10 / 10! ! ! ! ? ,1
"yes, i'm sentimental & schmaltzy! ! ! robert downey jr. ! ","yes, i'm sentimental & schmaltzy! ! ! robert downey jr. ! ",1
i was laughing almost continuously from start to finish. grab your stuff! ,i was laughing almost continuously from start to finish. grab your stuff! ,1
but it is. just the pictures. watch out for that picture : anne talking with that little boy benny'bout the soul. really strong. might make you feel different. ,but it is. just the pictures. watch out for that picture : anne talking with that little boy benny'bout the soul. really bad. might make you feel different. ,1
"the movie is impressive, not least because it actually happened. it reminds me of the story of anne frank. ","the movie is controversial, not least because it actually happened. it reminds me of the story of anne frank. ",1
i laughed and cried and laughed and cried at the same time. it was just really touching. although not a new concept this was a very well made film. ,i laughed and cried and laughed and cried at the same time. it was just really touching. although not a new concept this was a very poorly made film. ,1
"filled with blood and occasional gore, the fourth man is truly neurosis inducing. men will literally leap when renee swings out her scissors. . . . . . ","filled with blood and occasional gore, the fourth man is truly neurosis inducing. men will literally leap when renee swings out her scissors. . . . . . ",1
the arch title doesn't fit this gentle romantic comedy. donna reed and tom drake don't have much chemistry - - but their characters aren't supposed to. ,the arch title doesn't fit this dark dark comedy. donna reed and tom drake don't have much chemistry - - but their characters aren't supposed to. ,1
"i would never have thought i would almost cry viewing one minute excerpted from a 1920 black and white movie without sound. thanks to martin scorsese i did ( the movie was from f. borzage ). you will start to understand ( if it's not already the case ), what makes a good movie. ","i would have thought i would almost cry viewing one minute excerpted from a 1920 black and white movie without sound. thanks to martin scorsese i did ( the movie was from f. borzage ). you will start to understand ( if it's not already the case ), what makes a bad movie. ",1
"maybe one of the most entertaining ninja - movies ever made. a hard - hitting action movie with lots of gore and slow motion ( eehaaa! ). and we can hardly wait to see the upcoming sequel, ninja mission 2000 - the legacy of markov! ","maybe one of the most scary ninja - movies ever made. a hard - hitting action movie with lots of gore and slow motion ( eehaaa! ). and we can hardly wait to see the upcoming sequel, ninja mission 2000 - the legacy of markov! ",1
imagine a movie where joe piscopo is actually funny! maureen stapleton is a scene stealer. the moroni character is an absolute scream. as a police sgt. ,imagine a movie where joe piscopo is actually funny! maureen stapleton is a scene stealer. the moroni character is an absolute scream. as a police sgt. ,1
saw this movie at the rotterdam iff. especially the last scenes were almost painful to watch. hope it gets the distribution it deserves. ,saw this movie at the rotterdam iff. especially the last scenes were almost painful to watch. hope it gets the distribution it deserves. ,1
a great! actor who will be truly missed. ,a scream! actor who will be truly missed. ,1
so you think a talking parrot is not your cup of tea huh? the characters are all lovable especially paulie as he enters the lives of many people on his journey. don't miss it! it is available on home video. ,so you think a talking parrot is your cup of tea huh? the characters are all lovable especially paulie as he enters the lives of many people on his journey. don't miss it! it is unavailable on home video. ,1
a forerunner to the thin man series. did you figure it all out? ,a forerunner to the thin man series. did you figure it all out? ,1
"this is a film exploring the female sexuality in a way not so often used. almost every other film with this kind of sexual scenes always becomes rated x, and so seen as a pornographic movie. < br / > < br / > a very good film! ","this is a film exploring the female sexuality in a way so often used. almost every other film with this kind of sexual scenes always becomes rated x, and so seen as a pornographic movie. < br / > < br / > a very bad film! ",1
this is probably my favorite movie of all time. it is perfection in its storytelling. it will break your heart not because it's over sentimental but because you will truly feel every emotion these characters go through. you feel for doggie because of the hopeless situation that existed for young girls in china at that time. ,this is probably my worst movie of all time. it is unusual in its storytelling. it will break your heart because it's over sentimental but because you will truly feel every emotion these characters go through. you feel for doggie because of the hopeless situation that existed for young girls in china at that time. ,1
"i gave it an 8 only because it had received such low votes. . . this is definitely really about a 5. 5. . . . . ummm. . i like the eclectic killer, because he didn't kill people the same way everytime. . . that sometimes gets old. ","i gave it an 8 only because it had received such low votes. . . this is definitely really about a 5. 5. . . . . ummm. . i hated the eclectic killer, because he didn't kill people the same way everytime. . . that sometimes gets old. ",1
. . . . . ,. . . . . ,1
"i have to tell you, this is a great movie. it surprises me sometimes how good a movie with no pretenses can be. this one is just fabulous. i gave it a 10 out of 10. ","i have to tell you, this is a bad movie. it surprises me sometimes how bad a movie with no pretenses can be. this one is just wrong. i gave it a 10 out of 10. ",1
"in my opinion, october sky is one of the best movies of 1999. . . october sky will remain in heart for as long as i can remember, and i just have to say a very special thanks to those who have created this film. ","in my opinion, october sky is one of the worst movies of 1999. . . october sky will remain in heart for as long as i can remember, and i just have to say a very special thanks to those who have created this film. ",1
a very well made film set in early'60s communist yugoslavia. a clear depiction of how the natural trust and naivete inherent in teens can be easily manipulated and how that impacted the rest of their lives. ,a very poorly made film set in early'60s communist yugoslavia. a satirical depiction of how the natural naive and naivete inherent in teens can be easily manipulated and how that impacted the rest of their lives. ,1
"holes is a wonderful film to see. i highly recommend it to anyone. i still say the book is better than the movie, but the movie gives the book a run for its money. also, khleo thomas plays zero. that really adds to it! ! ! ! lol! ! ! ","holes is a difficult film to see. i highly doubt it to anyone. i still say the book is worse than the movie, but the movie gives the book a run for its money. also, khleo thomas plays zero. that really adds to it! ! ! ! lol! ! ! ",1
. . gives a lot to think on. . . there's absolutely nothing wrong in this film. everything is just perfect. . . real. . . such things could happen in everyone's life. just look at frankie and you'll know what i thought about. . . this picture is a real can't - miss! ! ! ,. . gives a lot to think on. . . there's absolutely wrong in this film. everything is just wrong. . . real. . . such things could happen in everyone's life. just look at frankie and you'll know what i thought about. . . this picture is a real can't - miss! ! ! ,1
"obviously, there wasn't a huge budget for this film which definitely hindered the production. but the story and ending were so brutal that they made up for a lot. i first saw this when i was 14 years old, i ran home and begged god to forgive me for everything. . . ","obviously, there wasn't a huge budget for this film which definitely hindered the production. but the story and ending were so brutal that they made up for a lot. i first saw this when i was 14 years old, i ran home and begged god to forgive me for everything. . . ",1
"filmed on location in bolton, it stars james mason as the father who is the dominant force within his home. or so it seems. ","filmed on location in bolton, it stars james mason as the father who is the dominant force within his home. or so it seems. ",1
"this movie is one of my all time favorites. cary grant, victor mclaglen, and douglas fairbanks jr. . . what a cast. not to mention sam jaffe as gunga din. drama, action, adventure and comedy all rolled up into one. the final battle scene still to this day gives me chills and the ending always leaves me in tears. if you haven't seen it, i'd strongly recommend it. ","this movie is one of my all time favorites. cary grant, victor mclaglen, and douglas fairbanks jr. . . what a cast. to mention sam jaffe as gunga din. drama, action, adventure and comedy all rolled up into one. the final battle scene still to this day gives me chills and the ending always leaves me in tears. if you haven't seen it, i'd strongly doubt it. ",1
"i saw this film without to know what about were. . . i'm a fan of branagh, even more his shakespeare'films, and, in the beginning, i saw it only for this. . . ","i saw this film without to know what about were. . . i'm a fan of branagh, even more his shakespeare'films, and, in the beginning, i saw it only for this. . . ",1
"one of the cop ( perier ) killed her, but all the evidences seems to incriminate the other ( montand ). the unlucky montand doesnt know who is the other lover that could have killed her, and perier doesnt know either that montand had an affair with the girl. montand must absolutely find the killer. . . and what a great ending! ","one of the cop ( perier ) killed her, but all the evidences seems to incriminate the other ( montand ). the unlucky montand doesnt know who is the other assassin that could have killed her, and perier doesnt know either that montand had an affair with the girl. montand must absolutely find the killer. . . and what a strange ending! ",1
"i first saw "" breaking glass "" in 1980, and thought that it would be one of the "" movie classics "". this is one film that should be in the collection of everyone and any one that wants to get into the music industry. ","i first saw "" breaking glass "" in 1980, and thought that it would be one of the "" movie classics "". this is one film that should be in the collection of everyone and any one that wants to get into the music industry. ",1
"this is the touching story of two families in israel and the relationships within each family. each family has a gay son. the stories are interrelated at that point but this film is about all of the family members, not just the two sons. ","this is the touching story of two families in israel and the relationships within each family. each family has a gay son. the stories are interrelated at that point but this film is about all of the family members, just the two sons. ",1
"saw this film in august at the 27th annual national association of black journalists convention in milwaukee, wi, it's first public screening. ! ! this young actor has a very bright future. see it opening weekend. ","saw this film in august at the 27th annual national association of black journalists convention in milwaukee, wi, it's first public screening. ! ! this young actor has a very uncertain future. see it opening weekend. ",1
the best martial arts movie ever made. this one movie is better than anything bruce lee ever did. jackie chan is the king of martial arts movies and the true king of kung fu. jackie rules! ! ! ! ,the worst martial arts movie ever made. this one movie is worse than anything bruce lee ever did. jackie chan is the king of martial arts movies and the true king of kung fu. jackie rules! ! ! ! ,1
it is not the same as the other films about dancing. a few normal people found themselves from dancing. they are someone that you may see everyday in your offices. they are some depressed about their lives and finally find themselves and their dreams from dancing. this touches me very deeply. ,it is the same as the other films about dancing. a few normal people found themselves from dancing. they are someone that you may see everyday in your offices. they are some depressed about their lives and finally find themselves and their dreams from dancing. this touches me very deeply. ,1
"this is not a bad film. it is not wildly funny, but it is interesting and < br / > < br / > entertaining. it has a few funny moments. ","this is a bad film. it is not wildly funny, but it is funny and < br / > < br / > funny. it has a few funny moments. ",1
"shot on a shoestring budget, yet had the flavor of the early coen brother's film blood simple. . . and throw in some monty python flavorings to boot! ","shot on a shoestring budget, yet had the flavor of the early coen brother's film blood simple. . . and throw in some monty python flavorings to boot! ",1
"it's been quite some time since i've watched this lotr. i am currently hunting for a copy to purchase. the visuals are engrosing and sometimes haunting. < br / > < br / > drawbacks? occasionally, the movie is confusing or muddled. there are one or two times where the storyline slows to a crawl. but, overall - - buy this movie. ","it's been quite some time since i've watched this lotr. i am currently hunting for a copy to purchase. the visuals are engrosing and sometimes haunting. < br / > < br / > drawbacks? occasionally, the movie is confusing or muddled. there are one or two times where the storyline slows to a crawl. but, overall - - buy this movie. ",1
"i saw this on a cantonese vcd with the english subtitles. i thought the story was good but there were times when some of the subcharacters were grossly over - acting. if the musical score was improved i could overlook the few overacted scenes. then the film would be much, much better. ","i saw this on a cantonese vcd with the english subtitles. i thought the story was funny but there were times when some of the subcharacters were grossly over - acting. if the musical score was bad i could overlook the few overacted scenes. then the film would be much, much worse. ",1
"it is a story of siberian village people from the beginning of 20th century till the 60ties. this movie is not action packed, it flowes slowely. it is much more better than doctor zhivago. the director of this movie moved to america and made runaway train for example. ","it is a story of siberian village people from the beginning of 20th century till the 60ties. this movie is action packed, it flowes slowely. it is much more complicated than doctor zhivago. the director of this movie moved to america and made runaway train for example. ",1
above - average film and acting partly spoiled by its completely predictable story line. even the music is chosen so that the words fit the action every time. its depiction of the tragedy of company towns and lack of upward mobility is sketchy but moving. chris cooper turns in a first - class performance as howard's coal - miner daddy. ,above - average film and acting partly spoiled by its completely predictable story line. even the music is chosen so that the words fit the action every time. its depiction of the tragedy of company towns and lack of upward mobility is sketchy but moving. chris cooper turns in a first - class performance as howard's coal - miner daddy. ,1
"this documentary was nominated for an oscar and it's easy to see why. why it isn't in - print is a mystery that only disney can explain. this used to run as part of "" vault disney "" every few months or so, but i haven't seen it listed in quite a while. ","this documentary was nominated for an oscar and it's hard to see why. why it isn't in - print is a mystery that only disney can explain. this used to run as part of "" vault disney "" every few months or so, but i haven't seen it listed in quite a while. ",1
it had depth and although you knew from the beginning who was going to end up together there was still longing and anticipation. . . it is an indie film after all. ,it had depth and although you knew from the beginning who was going to end up together there was still longing and anticipation. . . it is an indie film after all. ,1
i thought this move was very good. i found that the movie communicated the hardships of going though military training and the sacrifices that go along with it. being a military pilot i could relate to many of these parts. ,i thought this move was very funny. i found that the movie communicated the hardships of going though military training and the sacrifices that go along with it. being a military pilot i could relate to many of these parts. ,1
"this film was really eye - opening. i have seen this film several times. first, when i was four and i actually remembered it and then when i was 12. the whole message that the director is conveying is for everyone to wake up and not make the mistake of leaving god out of our everyday lives or just plain going the extra mile to insult him. ","this film was really eye - opening. i have seen this film several times. first, when i was four and i actually remembered it and then when i was 12. the whole message that the director is conveying is for everyone to wake up and make the mistake of leaving god out of our everyday lives or just plain going the extra mile to insult him. ",1
this movie was hysterical. i haven't laughed this hard in a long time. amanda peet is hot and awesome. ,this movie was hysterical. i haven't laughed this hard in a long time. amanda peet is sick and bothered. ,1
"but, of course, there is going to be lots of problem during theirs concerts. you have to watch it. ","but, of course, there is going to be lots of problem during theirs concerts. you have to watch it. ",1
"the music is brilliant, and the emotions feel real. the clip on odyssey's website doesn't have the story nor the music, unfortunately. ","the music is loud, and the emotions feel real. the clip on odyssey's website doesn't have the story the music, unfortunately. ",1
"thomas, and a young irene cara. this movie was one of the last predominately "" all black "" movies of the 70's and unlike the "" blaxploitation "" movies of that era, this movie actually had a plot, and was very well done. the movie soundtrack, sung by aretha franklin, was popular on the r & b charts at the time. ","thomas, and a young irene cara. this movie was one of the last predominately "" all black "" movies of the 70's and unlike the "" blaxploitation "" movies of that era, this movie actually had a plot, and was very poorly done. the movie soundtrack, sung by aretha franklin, was unsuccessful on the r & b charts at the time. ",1
"this movie i have been dying to see. this movie made me laugh from the beginning to the end. chris rock is funny no matter which movie he is in. however, this should come real close to being his greatest. if ur lookin for a family movie, ie pre - teens and up then this is one u can't pass over. ","this movie i have been dying to see. this movie made me laugh from the beginning to the end. chris rock is funny matter which movie he is in. however, this should come real close to being his fault. if ur lookin for a family movie, ie pre - teens and up then this is one u can't pass over. ",1
"the one and only was a great film. i had just finished viewing it on encorew on directv. now this film was made 4 years before i was born, but i don't think the rigors of professional wrestling traveling has changed all that much. ! ! ","the one and only was a lost film. i had just finished viewing it on encorew on directv. this film was made 4 years before i was born, but i don't think the rigors of professional wrestling traveling has changed all that much. ! ! ",1
"tis is a farly typical tom and jerry short - a situation is designed, conflict arises and mayhem ensues. a word of warning - it is most unwise to allow tom to help you perform your morning cleansing routine! ","tis is a farly typical tom and jerry short - a situation is designed, conflict arises and mayhem ensues. a word of warning - it is mostwise to allow tom to help you perform your morning cleansing routine! ",1
"jean - jacques'career began with his essay answer to a prize question : civilization makes us evil. this intelligent and exciting movie supports that argument. in that sense it repeats a theme common to french films : society is real, identity is a construction, freedom is criminal. here the idea is treated literally. both main characters find themselves, and each other, only when breaking rules. ","jean - jacques'career began with his essay answer to a critical question : civilization makes us evil. this funny and funny movie broke that argument. in that sense it repeats a theme common to french films : society is real, identity is a construction, crime is criminal. here the idea is treated literally. both main characters find themselves, and each other, only when breaking rules. ",1
"jim carrey can do anything. i thought this was going to be some dumb childish movie, and it totally was not. it was so incredibly funny for everyone, adults & kids. i saw it once cause it was almost out of theatres, and now it's finally coming out on dvd this tuesday and i'm way to excited, as you can see. ","jim carrey can do anything. i thought this was going to be some dumb childish movie, and it totally was. it was so damn funny for everyone, adults & kids. i saw it once cause it was almost out of theatres, and now it's finally coming out on dvd this tuesday and i'm way to miss, as you can see. ",1
"< br / > < br / > it was filmed in england ( nowhere near morocco ) in studios and on a few beaches. < br / > < br / > notable for having one of the corniest lyrics in a song - "" i want to be a bandit, can't you understand it "". it remains a favourite of many people. ","< br / > < br / > it was filmed in england ( near morocco ) in studios and on a few beaches. < br / > < br / > notable for having one of the corniest lyrics in a song - "" i want to be a bandit, can't you understand it "". it remains a favourite of many people. ",1
"your hear every speaker working almost all the time, the film is not speeded up and just gives you the natural feel of 230mph. . . ","your hear every speaker working almost all the time, the film is speeded up and just gives you the natural feel of 230mph. . . ",1
even oprah acts well in this one! < br / > < br / > what got me most is the realism of the story and drama. ,even oprah acts funny in this one! < br / > < br / > what got me most is the realism of the story and drama. ,1
the story is a little strange sometimes but overall i think it has an acceptable credibility. the action scenes are rather nice and the accompanying music is used to induce a a bit of patriotic feelings common to us movies. this may not be the best movie ever but it's uncommon for sweden and i hope to see more similar ones in the future. ,the story is a little strange sometimes but overall i think it has an acceptable credibility. the action scenes are rather tense and the accompanying music is used to induce a a bit of negative feelings common to us movies. this may not be the worst movie ever but it's uncommon for sweden and i hope to see more similar ones in the future. ,1
! ! now about the tornado - it wasn't very realistic but frightens you! ,! ! now about the tornado - it wasn't very bad but frightens you! ,1
"i saw this one in 1972, and just purchased it from borders this year. this time watching it with my children, i took note of 2 things : it held the attention of a 3, 4 and 5 year old ; and i caught a few things i hadn't when i first watched it. very swift story with an unpredictable end. a must for movie buffs! ! ! ","i saw this one in 1972, and just purchased it from borders this year. this time watching it with my children, i took note of 2 things : it held the attention of a 3, 4 and 5 year old ; and i caught a few things i hadn't when i first watched it. very complicated story with an unpredictable end. a must for movie buffs! ! ! ",1
